STT,SMILES,CID,AVG_IC50_uM,FIRST_LABEL,FINAL_LABEL,DUPLICATE_COUNTS
473,CC1=CC=C(C=C1)CN2CCC(CC2)C3=NOC(=N3)CN(C)C4=NC=C(C=N4)C(=O)NO,141764754,0.0036,Active,Active,1
688,C1=CC=C(C=C1)C2=CC(=C(C=C2)N)NC(=O)C3=CC=C(C=C3)CNC(=O)OCC4=CN=CC=C4,25155417,0.072,Active,Active,1
57,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)C(=O)NCC5=CC=C(C=C5)C(=O)NO)N=NC6=NC=CS6,162673027,0.13035,Active,Active,2
669,CC(=O)CCCCCC(C(=O)NC1=NC(=CS1)C2=CC=CC=C2)NC3CCCCN3C,44456965,0.17,Active,Active,1
769,CC1=C2C=CC(=CC2=NN1C)N(C)C3=NC(=NC=C3)NC4=CC=CC(=C4)C(=O)NO,137487426,,Unspecified,Inactive,1
369,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)CC6CC6,149256177,0.00069,Active,Active,1
268,CC1=CC(=CC(=C1OCCCC(=O)NO)C)C2=NC3=C(C4=C(S3)CN(CC4)C)C(=O)N2,155555499,0.16,Active,Active,1
46,CC1=CN(N=C1CN2CCC(CC2)C3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N)C,162676473,0.6,Active,Active,1
349,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)N(CCCCCC(=O)NO)CC(=O)NCC3=CC=CC=C3,155512401,0.081,Active,Active,1
195,CCC(=O)CCCCC[C@@H](C1=NC=C(O1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)C,156021671,0.0047,Active,Active,1
769,CCCC(=O)O,264,,Unspecified,Inactive,1
769,C1CN2C(=N1)C3=C(C=CC=C3I)SC2=S,155566122,,Unspecified,Inactive,1
730,CC1=C(C2=C(N1)C=CC(=C2)OC)CC(=O)NC(CCCCCC(=O)N)C3=NC=C(N3)C4=CC5=CC=CC=C5C=C4,11657529,0.16,Active,Active,1
263,C1=CC=C(C=C1)C(=O)CCCCCC(=O)NC2=CC=CC=C2N,155558642,3.7,Active,Inactive,1
443,CC[C@@H](C1=CC=CC=C1)C(=O)NC2=CN=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,145955015,4.2,Active,Inactive,1
670,C1=CC=C(C=C1)C2=CC(=C(C=C2)N)NC(=O)C3=CC=CC=C3,44454143,0.4635,Active,Active,2
304,CN1C(=O)C2=C(C=C(C=C2)OC)N=C1SCC3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N,155537008,0.16,Active,Active,1
341,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)CNC(=O)C4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N,155514649,8.18,Active,Inactive,1
769,CC(=O)N(CCCCCC(=O)NC1=CC=CC=C1)O,44359800,,Unspecified,Inactive,1
149,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC(=C(C=C2OC)F)C(C)C)NC(=O)[C@H]3CC34CCN(CC4)CC,162653328,0.279,Active,Active,1
124,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(C=CC(=C2)[N+](=O)[O-])OC)NC(=O)[C@H]3CC34CCN(CC4)CC,162657130,0.043,Active,Active,1
769,CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)C4CN(C4)C,164627737,,Unspecified,Inactive,2
50,COC1=CC=CC(=C1)C2=CC3=C(C=C2)C(=NN3)NC(=O)CCCCC(=O)NO,162674603,0.062,Active,Active,1
353,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=C(C=CC=C4F)O)NC(=O)C5=CN=CS5,155289404,0.1765,Active,Active,2
769,C1CN=C2C3=C(C(=CC=C3)F)SC(=S)N2C1,129104374,,Unspecified,Inactive,1
142,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)C(=O)NCCCCCCC(=O)NO)N=NC5=NC=CS5,162653935,0.0988,Active,Active,1
470,CC(C)[C@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,142489314,1.8,Active,Inactive,1
399,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NC4=CC=C(C=C4)CCC(=O)NO,145983855,0.1,Active,Active,1
621,C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC=C(C=C3)C(F)(F)F)N,46887476,3.8,Active,Inactive,1
320,CC1=CC(=CC(=C1)C(=O)N(CC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N)CC(=O)NCC4=CC=CC=C4)C,155527295,0.485,Active,Active,1
19,CC1=CC=C(S1)C2=NN(C(=N2)CNC3=CC=C(C=C3)C(=O)NO)C4=CC=CC=C4,164618637,0.224,Active,Active,1
769,CCSC1=CC=CC=C1C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,162674495,,Unspecified,Inactive,1
769,C1=CC=C(C=C1)CC2C(=O)N(C(=O)N2CC3=CN=CC=C3)CC4=CC=C(C=C4)C(=O)NO,164625625,,Unspecified,Inactive,2
769,C1CCC2=NC3=CC=CC=C3C(=C2C1)NC4=CC=C(C=C4)C(=O)NO,162677045,,Unspecified,Inactive,1
407,COC1=C(C=C2C(=C1)C=CN2CCOC3=CC=C(C=C3)NC(=O)CCCCCCC(=O)NO)OC,145977717,0.0166,Active,Active,1
537,CC1=NC2=CC=CC=C2C(=N1)N(C)C3=CC(=C(C=C3)OC)OCCCC(=O)NO,122550211,0.386,Active,Active,1
616,C1COCCC1CCNC(C2=CC=C(C=C2)C=CC(=O)NC3=CC=CC=C3N)C(=O)NC4=CC=C(C=C4)C(F)(F)F,53325976,0.8,Active,Active,1
38,C/C(=N\O)/C1=CC2=C(C=C1)S(=O)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO,164609512,1.62,Active,Inactive,1
175,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2OCC3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N,162642931,4.95,Active,Inactive,1
245,CC1=COC(=N1)C(=O)CCCCC[C@@H](C2=NC=C(N2)C3=CC=C(C=C3)F)NC(=O)C4CCN(CC4)C,155924154,1.175,Active,Inactive,2
769,CC1=C2C=CC(=CC2=NN1C)N(C)C3=NC(=NC=C3)NC4=CC=C(C=C4)C(=O)NCC(=O)NO,137487458,,Unspecified,Inactive,1
761,CCCC(=O)NO,419176,9.0,Active,Inactive,1
769,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2CCC3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N,162668613,,Unspecified,Inactive,1
769,C1CN2C(=N1)C3=C(C=C(C=C3)Br)SC2=S,155529137,,Unspecified,Inactive,1
154,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)NCC(=O)NCCCCC(=O)NC4=CC=C(C=C4)C(=O)NC5=C(C=C(C=C5)F)N,162652027,4.2,Active,Inactive,1
287,CC1=C(C(=NO1)C)C2=NC3=C(C4=C(S3)CN(CC4)CCCCCC(=O)NO)C(=O)N2,155545907,0.135,Active,Active,1
599,C1=CC(=CC=C1NC(=O)CCCCCCC(=O)NO)F,57395788,0.0127,Active,Active,1
569,C1=CC(=CC=C1C=NNC(=O)CCCCCC(=O)NO)C2=CC=NC=C2,73707543,0.0142,Active,Active,1
737,COC1=C(C=C(C=C1)NCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3O)OC,10110195,0.2,Active,Active,1
17,CSC1=CC2=C(C=C1)S(=O)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO,164619071,1.68,Active,Inactive,1
127,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)NCC(=O)NCCCCC(=O)NC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N,162656750,0.62,Active,Active,1
322,COC1=CC=C(C=C1)S(=O)(=O)N2CCC3=C2C(=CC=C3)NCC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N,155527045,0.662,Active,Active,1
255,C1=CC=C(C=C1)NCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N,155563524,1.4,Active,Inactive,1
653,C1=CC=C(C=C1)C2=NOC(=N2)CCCCCCC(=O)NO,46190753,1.17,Active,Inactive,1
769,C1=CC=C(C=C1)CC(CCCCCC(=O)NC2=CC=CC=C2)C(=O)NO,44431499,,Unspecified,Inactive,1
190,C1CC2=C(C=CC(=C2)C(=O)N)N(C1)CC3=CC=C(C=C3)C(=O)NO,156024937,0.14,Active,Active,1
115,C1=CC=C(C=C1)COC2=CC3=C(C4=CC=CC=C4N=C3C=C2)NC5=CC=C(C=C5)C(=O)NO,162659066,3.5,Active,Inactive,1
745,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO,6918837,0.066022,Active,Active,5
180,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2)NC(=O)[C@H]4CC45CCN(CC5)C,162506674,0.00325,Active,Active,2
301,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NNCCC#N.C(=O)(C(F)(F)F)O,155537455,0.172,Active,Active,1
753,CC1=CC=C(C=C1)C2=NN(C=C2C=CC(=O)NC3=CC=C(C=C3)Cl)C4=CC=CC=C4,2423687,5.86,Active,Inactive,1
707,COC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC=CS3)N,23648268,0.2,Active,Active,1
718,C1=CC(=CC=C1/C=C/C(=O)NO)C2=CC=C(C=C2)C#N,15986510,0.33,Active,Active,1
680,C1=CC(=CC(=C1)C2=CC=C(C=C2)O)/C=C/C(=O)NO,42632370,0.32,Active,Active,1
657,C1=CC=C(C=C1)C2=NOC(=N2)CCCCCCC(=O)C(F)(F)F,46188075,1.05,Active,Inactive,1
517,C1=CC=C(C=C1)CC(=O)NC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,137353182,3.2,Active,Inactive,1
769,COC1=CC=C(C=C1)COC(CCCCCC(=O)NO)C(=O)NC2=CC=CC=C2,24779722,,Unspecified,Inactive,1
45,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(C=CC(=C2F)F)OC)NC(=O)[C@H]3CC34CCN(CC4)CC,162676857,1.553,Active,Inactive,1
769,CCCCCCCCCCCCCCCCNNC(=O)C1=CC=CS1,139035087,,Unspecified,Inactive,1
157,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=C(C=CC=C4F)N)NC(=O)C5=CN=CS5,162651646,0.4505,Active,Active,2
769,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)C5=CC=CC(=C5)C(=O)NC6=CC=CC=C6N,155557106,,Unspecified,Inactive,1
171,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)OCC5=CC=C(C=C5)/C=C/C(=O)NO)N=NC6=NC=CS6,162643761,0.2437,Active,Active,1
16,CCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H](CN)C4=C(NC5=C4C=C(C=C5)O)C,164619315,3.30125,Active,Inactive,4
511,CCCCCCC(CCCC(=O)NO)CCC(=O)NC1=CC=CC=C1,137637915,2.5,Active,Inactive,1
48,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)C(F)(F)F)C#N)NC(=O)[C@H]3CC34CCN(CC4)C,162675870,0.0992,Active,Active,3
769,C1=CC=C(C=C1)C(=O)NCCCCCN(C=O)O,44359538,,Unspecified,Inactive,1
769,C1CN=C2C3=C(C(=CC=C3)Cl)SC(=S)N2C1,155555957,,Unspecified,Inactive,1
515,CC1=C2C=CC(=CC2=NN1C)N(C)C3=NC(=NC=C3)NC4=CC=C(C=C4)C=CC(=O)NO,137487429,3.35,Active,Inactive,2
769,C1CC2=C(C1)C(=CC=C2)C(=O)NCCCC[C@@H](C3=NC=C(N3)C4=CC5=CC=CC=C5C=C4)NC(=O)C6=CN=CS6,162646563,,Unspecified,Inactive,1
480,C1CCN(CC1)C2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCC(=O)NO,141728860,0.04,Active,Active,1
283,CN1CCCC1C2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)C(=O)NO,155546555,1.99526,Active,Inactive,1
713,C1=CC(=CN=C1)COC(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=CC(=C3)C4=CC=CS4)N,23648260,0.05300000000000001,Active,Active,2
650,C1=CC(=CC=C1C2=NOC(=N2)CCCCCCC(=O)NO)C(F)(F)F,46190820,7.93,Active,Inactive,1
225,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)CC4CC5(C4)CN(C5)C,156013472,0.0051,Active,Active,1
26,C1=CC=C2C(=C1)N(C3=C(S2=O)C=CC(=C3)C(=O)N)CC4=CC=C(C=C4)C(=O)NO,164616061,1.69,Active,Inactive,1
769,CC(C)(C)OC(=O)N(C(=O)CCCCCCC(=O)N(C(=O)OC(C)(C)C)OC(=O)OC(C)(C)C)OC(=O)OC(C)(C)C,127041696,,Unspecified,Inactive,1
437,C1=CC(=CC=C1CN(CCCCCCC(=O)NO)C2=NC=C(S2)C(=O)NCCCN3C=CN=C3)F,145962694,0.033,Active,Active,1
769,C1=CC=C(C(=C1)N)NC(=O)CCCCCCC2=NC(=NO2)C3=CC=C(C=C3)[N+](=O)[O-],46203622,,Unspecified,Inactive,1
364,CC1=CC(=CC(=C1OCCOCC2=CC=C(C=C2)/C=C/C(=O)NO)C)C3=NC4=C(C5=C(S4)CN(CC5)C)C(=O)N3,152636346,0.085,Active,Active,1
229,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CN(C5)C,156012420,0.0071,Active,Active,1
37,CCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)CC4=CNC5=C4C=C(C=C5)OC,164610915,0.6799999999999999,Active,Active,2
769,COC(=O)N(CCCCCCC(=O)NC1=CC=CC=C1)O,44359814,,Unspecified,Inactive,1
374,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)CC6=CC=C(C=C6)OC,146894788,0.0174,Active,Active,1
469,C1=CC(=CC=C1CC(=O)NC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N)F,142489316,2.7,Active,Inactive,1
769,C1=CC=C(C=C1)NC(=O)CCCCCN(C=O)O,44359788,,Unspecified,Inactive,1
769,C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)F,155542195,,Unspecified,Inactive,1
769,C1=CC(=CC=C1CNCC2=NC(=NO2)C3=CC=C(C=C3)C(F)(F)F)C(=O)NO,46190610,,Unspecified,Inactive,1
720,C1=CC(=CC=C1/C=C/C(=O)NO)C2=CC=C(C=C2)Cl,15986508,1.86,Active,Inactive,1
194,CN(C)S(=O)(=O)C1=CC=C(C2=NON=C12)NCCCCCCC(=O)NO,156021695,0.2065,Active,Active,2
769,C1CN2C(=N1)C3=C(C=CC(=C3)Br)SC2=S,155537573,,Unspecified,Inactive,1
769,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NN(CCCO)CCCO.C(=O)(C(F)(F)F)O,155520741,,Unspecified,Inactive,1
503,C1COC2(O1)C3=C(C=CC(=C3)Br)N(C2=O)CC(=O)NC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N,137659898,0.128,Active,Active,1
769,CC(=O)N(CCCCCCCC(=O)NC1=CC=CC=C1)O,44359673,,Unspecified,Inactive,1
769,CC(C)CC(C(=O)NO)NC(=O)NCCCCCNC1=CC=C(C2=NON=C12)S(=O)(=O)N(C)C,156014451,,Unspecified,Inactive,1
579,C1CC=C(C1)C(=O)NO,71655802,1.79,Active,Inactive,1
769,C1=CC=C(C=C1)NC(=O)CCCCCCN(C=O)O,44359675,,Unspecified,Inactive,1
162,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(C=CC(=C2)C(F)(F)F)OC)NC(=O)[C@H]3CC34CCN(CC4)CC,162649434,0.016,Active,Active,1
697,CCCOC(CCCCC(=O)NO)C(=O)NC1=CC=CC=C1,25065713,0.5,Active,Active,1
152,C1=CC=C2C(=C1)C(=CC=N2)NC3=CC=C(C=C3)C(=O)NO,162652776,0.6,Active,Active,1
765,C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CCCCCC(=O)NO,5186,0.7,Active,Active,1
695,C1=CC=C(C=C1)NC(=O)C(CCCCCC(=O)NO)O,25065929,0.5,Active,Active,1
749,C1C(OC(OC1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)NC(=O)CCCCCCC(=O)NO)CSC4=NC(=C(O4)C5=CC=CC=C5)C6=CC=CC=C6,6675804,3.265,Active,Inactive,2
111,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NC4=CC=C(C=C4)C(=O)NO,162660161,2.9125,Active,Inactive,4
226,CC1=C(C=NO1)C(=O)CCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4N=C3OC)N,156013288,1.3,Active,Inactive,1
769,CC1=C2C=CC(=CC2=NN1C)N(C)C3=NC(=NC=C3)NC4=CC=C(C=C4)C(=O)NCCCCC(=O)NC5=CC=CC=C5N,141504719,,Unspecified,Inactive,1
103,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)NCC(=O)NCCCC(=O)NC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N,162662724,1.5,Active,Inactive,1
421,CC1=CC=C(C=C1)C2=CC(=NN2CC3=CC=C(C=C3)C(=O)NO)C,145969789,0.076,Active,Active,1
419,C1=CC(=CC=C1C2=NNC(=C2)C(=O)NCCCC(=O)NO)F,145970161,1.835,Active,Inactive,1
769,COC(=O)C1=C(C2=CC=CC=C2C=C1)OCCCCCCCCS,155565698,0.0,Inactive,Inactive,1
586,COC1=CC=C(C=C1)C2=NN(C=C2C=CC(=O)NC3=CC=C(C=C3)Br)C4=CC=CC=C4,70696631,2.17,Active,Inactive,1
769,C1=CC=C(C=C1)C[C@H](C(=O)NO)N2C(=C(N=N2)C3=CC=CC=C3)C#CC4=CC=CC=C4,155557270,20.0,Inactive,Inactive,1
119,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)OCCCCCC(=O)NO)N=NC5=NC=CS5,162658370,0.0758,Active,Active,1
53,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(C(=CC(=C2)F)F)OC)NC(=O)[C@H]3CC34CCN(CC4)CC,162674059,0.027,Active,Active,1
151,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=CC=CC=C4O)NC(=O)C5=CN=CS5,162652809,0.3245,Active,Active,2
403,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C,145980347,0.93,Active,Active,1
769,C1=CC(=CC(=C1)C(=O)NO)C(=O)NCCC2=CN=CC=C2,71680914,,Unspecified,Inactive,1
207,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4C[C@]45CCN(C5)C,156017949,0.0052,Active,Active,1
658,CC1=CC=C(C=C1)C2=NOC(=N2)CCCCCCC(=O)C(F)(F)F,46187891,7.32,Active,Inactive,1
769,CC1=C2C(=CC=C1)C3=NCCCN3C(=S)S2,155549087,,Unspecified,Inactive,1
756,CC1=CC=C(C=C1)C2=NN(C=C2C=CC(=O)NC3=CC=C(C=C3)OC)C4=CC=CC=C4,2175719,6.45,Active,Inactive,1
8,C1=CC=C2C(=C1)N(C3=C(S2=O)C=CC(=C3)Cl)CC4=CC=C(C=C4)C(=O)NO,164625685,1.0,Active,Inactive,1
769,CC(C)(C)NC1=C(N=C2N1C=CC=C2)C3=CC(=CC=C3)C(=O)NC4=C(C=C(C=C4)F)N,164609642,,Unspecified,Inactive,1
36,CN1C(=NN=C1SCCCCCC(=O)NO)C2=CC=NC=C2,164611431,0.09,Active,Active,1
452,CC[C@@H](C1=NC2=CC=CC(=C2C(=O)N1C3=CC=CC=C3)CCCCC(=O)NO)NC4=NC=NC5=C4NC=N5,142506033,1.231,Active,Inactive,1
651,C1=CC(=CC=C1C2=NOC(=N2)CCCCCCC(=O)NO)[N+](=O)[O-],46190756,0.23,Active,Active,1
253,CNC1=NC(=NC=C1Cl)NC2=CN(N=C2)CCCCCC(=O)NO,155563943,0.104,Active,Active,1
303,CN(C)C1=CC=C(C=C1)C(=O)N(CC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N)CC(=O)NCC4=CC=CC=C4,155537112,0.283,Active,Active,1
740,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)C(F)(F)F,9882812,1.4,Active,Inactive,1
571,C1=CC=NC(=C1)C2=CC=C(C=C2)C=NNC(=O)CCCCCC(=O)NO,73707535,0.0069,Active,Active,1
623,C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC=C(C=C3)Br)N,46887439,0.6,Active,Active,1
704,C1CC(=O)N(CC(OC(=O)CCC=C1)C2=CC=CC=C2)CC3=CC(=CC=C3)C=NNC(=O)C4=CC(=CC=C4)C(=O)NO,23846833,3.6,Active,Inactive,1
714,C1=CC=C(C=C1)C2=CC=C(C=C2)CCCCC(=O)NO,22915475,0.72,Active,Active,1
262,COC(=O)C1=C(C2=CC=CC=C2C=C1)OCCCCCCCC(=O)NO,155559583,5.62,Active,Inactive,2
610,C1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2C=CC(=C3)C=CC(=O)NO,53464577,0.004,Active,Active,1
297,C1CCC(CC1)NC(=O)CN(CCCCCC(=O)NC2=CC=CC=C2N)C(=O)C3=CC=CC4=CC=CC=C43,155541992,5.38,Active,Inactive,1
414,CS(=O)(=O)NC1=CC=C(C=C1)C2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCC(CC4)C(=O)NC5=CC=C(C=C5)/C=C/C(=O)NO,145971681,7.472,Active,Inactive,1
150,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(C(=CC=C2)F)OC)NC(=O)[C@H]3CC34CCN(CC4)CC,162653173,0.025,Active,Active,1
769,COC1=CC=C(C=C1)C2=NOC(=N2)CCCCCCC(=O)NO,46190754,,Unspecified,Inactive,1
640,C1=CC=C(C(=C1)N)NC(=O)CCCCCCC2=NC(=NO2)C3=CC=C(C=C3)Cl,46203620,6.29,Active,Inactive,1
769,C1=CC(=CC=C1C2=NNC(=C2)C(=O)NCCC(=O)NO)F,145968364,,Unspecified,Inactive,1
550,C1=CC2=C(C=CC(=O)N2)C=C1NC(=O)CCCCCCC(=O)NO,117829479,0.045,Active,Active,1
769,CN1C(=NN=C1SCCCCCC(=O)NC2=CC=CC=C2N)C3=CC=NC=C3,164624585,,Unspecified,Inactive,1
488,C1=CC(=CC=C1CN2C=C(C=N2)NC3=NC=C(C(=N3)NC4=CC=C(C=C4)F)Cl)C(=O)NO,141728829,0.396,Active,Active,2
147,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(C=CC(=C2)Cl)OC)NC(=O)[C@H]3CC34CCN(CC4)CC,162653755,0.0018,Active,Active,1
146,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(N=CC=C2)OC)NC(=O)[C@H]3CC34CCN(CC4)CC,162653763,0.056,Active,Active,1
715,C1CCC(=CC1)C(=O)NO,20459443,1.05,Active,Inactive,1
769,CC1=C2C(=CC=C1)SC(=S)N3C2=NCCC3,129104138,,Unspecified,Inactive,1
769,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=CC=CC=C4Cl)NC(=O)C5=CN=CS5,162661669,,Unspecified,Inactive,1
659,COC1=CC=C(C=C1)C2=NOC(=N2)CCCCCCC(=O)C(F)(F)F,46187890,4.53,Active,Inactive,1
348,C1=CC(=CC=C1CNC(=O)/C=C/C2=CC=NC=C2)C(=O)NC3=C(C=C(C=C3)F)N,155512474,0.15,Active,Active,1
463,C1=CC=C(C=C1)CCC(=O)NC2=CN=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,142489330,7.8,Active,Inactive,1
325,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)C5=CC=C(C=C5)C(=O)NO,155525899,3.3,Active,Inactive,1
186,C1=CC=C2C(=C1)C(=C(N2)C3=C(N(C4=C3C=C(C=C4)Br)CC5=CC=C(C=C5)C(=O)NO)O)N=O,156901833,0.075,Active,Active,1
123,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=C(C=C2)CN,162657468,0.281,Active,Active,1
769,COC1=CC2=C(C=C1)C3=NCCN3C(=S)S2,155539319,,Unspecified,Inactive,1
608,C1=CC(=CC=C1F)S(=O)(=O)N2C=CC3=C2C=CC(=C3)C=CC(=O)NO,53464579,0.1994,Active,Active,1
143,COC1=CC2=NC3=CC=CC=C3C(=C2C(=C1OC)OC)NC4=CC=C(C=C4)C(=O)NO,162653917,0.81,Active,Active,1
769,CC1=CC=C(C=C1)C2=NOC(=N2)CNCC3=CC=C(C=C3)C(=O)NO,46190553,,Unspecified,Inactive,1
197,CCC(=O)CCCCC[C@@H](C1=NC=C(O1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)CC,156020756,0.0045,Active,Active,1
609,COC1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2C=CC(=C3)C=CC(=O)NO,53464578,0.3618,Active,Active,1
279,COC1=CC2=C(C=C1)C(=O)N(C(=N2)SCC3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N)C5=CC=CC=C5Cl,155549051,0.61,Active,Active,1
293,CC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,155543511,4.074999999999999,Active,Inactive,2
400,C[Si](CCCCCCC(=O)NC1=CC=CC=C1)(O)O,145983639,6.3,Active,Inactive,1
122,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(C=CC(=C2)F)OC)NC(=O)[C@H]3CC34CCN(CC4)CC,162657585,0.0094,Active,Active,1
183,C1=CC=C2C(=C1)C(=C(N2)C3=C(N(C4=CC=CC=C43)CC5=CC=C(C=C5)C(=O)NO)O)N=O,156901838,0.205,Active,Active,1
202,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@@H]4CC45CCOCC5,156019508,0.0831,Active,Active,1
438,COC1=CC2=C(C=C1)N(C=C2)CCOC3=CC=C(C=C3)NC(=O)CCCCCCC(=O)NO,145959866,0.0331,Active,Active,1
